Grammar	parse	|%_	SELF	new	src/core.c/Grammar.rakumod:5
Grammar	subparse	|%_	SELF	new	src/core.c/Grammar.rakumod:26
Grammar	parsefile	|%_	SELF	parse	src/core.c/Grammar.rakumod:37
Hash	classify-list	|c	SELF	classify-list	src/core.c/Hash.rakumod:327
Hash	classify-list	|c	SELF	classify-list	src/core.c/Hash.rakumod:330
Hash	classify-list	|c	SELF	classify-list	src/core.c/Hash.rakumod:333
Hash	categorize-list	|c	SELF	categorize-list	src/core.c/Hash.rakumod:398
Hash	categorize-list	|c	SELF	categorize-list	src/core.c/Hash.rakumod:401
Hash	categorize-list	|c	SELF	categorize-list	src/core.c/Hash.rakumod:404
Hash::Ordered	STORE	|c	Hash	STORE	src/core.c/Hash/Ordered.rakumod:6
Match	CALL_SUBRULE	|c	UNKNOWN	UNKNOWN	src/core.c/INTERPOLATE.rakumod:546
Match	INDMETHOD	|c	UNKNOWN	UNKNOWN	src/core.c/INTERPOLATE.rakumod:607
Match	INDRULE	|c	UNKNOWN	UNKNOWN	src/core.c/INTERPOLATE.rakumod:611
IO::CatHandle	new	|%_	SELF	bless	src/core.c/IO/CatHandle.rakumod:24
IO::CatHandle	comb	|c	Str	comb	src/core.c/IO/CatHandle.rakumod:125
IO::CatHandle	split	|c	Str	split	src/core.c/IO/CatHandle.rakumod:126
IO::CatHandle	lock	|c	IO::Handle	lock	src/core.c/IO/CatHandle.rakumod:355
IO::CatHandle	seek	|c	IO::Handle	seek	src/core.c/IO/CatHandle.rakumod:366
IO::Handle	comb	|c	Str	comb	src/core.c/IO/Handle.rakumod:302
IO::Handle	split	|c	Str	split	src/core.c/IO/Handle.rakumod:307
IO::Handle	printf	|c	sub	sprintf	src/core.c/IO/Handle.rakumod:679
IO::Path	new	positional-%_	SELF	from-dash	src/core.c/IO/Path.rakumod:50
IO::Path	open	|c	IO::Handle	open	src/core.c/IO/Path.rakumod:229
IO::Path	chdir	|c	SELF	chdir	src/core.c/IO/Path.rakumod:409
IO::Path	move	|c	SELF	copy	src/core.c/IO/Path.rakumod:498
IO::Path	lines	|c	IO::Handle	lines	src/core.c/IO/Path.rakumod:838
IO::Path	comb	|c	IO::Handle	comb	src/core.c/IO/Path.rakumod:843
IO::Path	split	|c	IO::Handle	split	src/core.c/IO/Path.rakumod:848
IO::Path	words	|c	IO::Handle	words	src/core.c/IO/Path.rakumod:853
IO::Path::Spec	new	|c	IO::Path	new	src/core.c/IO/Path.rakumod:1138
Failure	new	|c	X::AdHoc	from-slurpy	src/core.c/Failure.rakumod:46
X::Symbol::NotDynamic	new	|%options	Mu	new	src/core.c/Exception.rakumod:3471
X::Symbol::NotLexical	new	|%options	Mu	new	src/core.c/Exception.rakumod:3477
X::Caller::NotDynamic	new	|%options	Mu	new	src/core.c/Exception.rakumod:3483
