Str	IO	positional-%_	IO::Path	from-dash	src/core.c/Str.rakumod:38
Str	substr-eq	|%_	SELF	starts-with	src/core.c/Str.rakumod:305
Str	substr-eq	|%_	SELF	substr-eq	src/core.c/Str.rakumod:314
Str	!match-pattern	positional-%_	SELF	!match-cursor	src/core.c/Str.rakumod:1203
Str	!match-cursor	positional-%_	SELF	!match-nth	src/core.c/Str.rakumod:1248
Str	!match-nth	positional-%_	SELF	!match-cursor	src/core.c/Str.rakumod:1305
Str	match	|c	SELF	match	src/core.c/Str.rakumod:1511
Str	match	positional-%_	SELF	!match-pattern	src/core.c/Str.rakumod:1521
Str	match	positional-%_	SELF	!match-cursor	src/core.c/Str.rakumod:1542
Str	match	positional-%_	SELF	!match-nth	src/core.c/Str.rakumod:1602
Str	subst-mutate	|%options	SELF	match	src/core.c/Str.rakumod:1655
Str	subst	|%options	SELF	!SUBST	src/core.c/Str.rakumod:1681
Str	!SUBST	|%options	SELF	match	src/core.c/Str.rakumod:1724
Str	trans	|%_	SELF	trans	src/core.c/Str.rakumod:3392
Str	trans	positional-%_	SELF	trans-with-nameds	src/core.c/Str.rakumod:3553
Seq	sort	|c	List	sort	src/core.c/Seq.rakumod:72
Sequence	fmt	|c	List	fmt	src/core.c/Sequence.rakumod:72
Routine	prec	|c	OperatorProperties	prec	src/core.c/Routine.rakumod:323
Slang	parse	|c	UNKNOWN	UNKNOWN	src/core.c/Slang.rakumod:12
