Any	min	|%_	SELF	min	src/core.c/Order.rakumod:249
Any	max	|%_	SELF	max	src/core.c/Order.rakumod:306
Any	minmax	|%_	SELF	minmax	src/core.c/Order.rakumod:431
ParallelSequence	grep	positional-%_	Rakudo::Internals::HyperRaceSharedImpl	grep	src/core.c/ParallelSequence.rakumod:33
ParallelSequence	map	positional-%_	Rakudo::Internals::HyperRaceSharedImpl	map	src/core.c/ParallelSequence.rakumod:38
Proc::Async	new	|%_	SELF	bless	src/core.c/Proc/Async.rakumod:147
Proc::Async	stdout	|%_	SELF	stdout	src/core.c/Proc/Async.rakumod:212
Proc::Async	stderr	|%_	SELF	stderr	src/core.c/Proc/Async.rakumod:234
Proc::Async	Supply	|%_	SELF	Supply	src/core.c/Proc/Async.rakumod:260
Proc::Async	put	|c	SELF	print	src/core.c/Proc/Async.rakumod:495
Proc::Async	say	|c	SELF	print	src/core.c/Proc/Async.rakumod:503
Promise	start	|c	UNKNOWN	UNKNOWN	src/core.c/Promise.rakumod:370
REPL	repl-eval	|%adverbs	UNKNOWN	UNKNOWN	src/core.c/REPL.rakumod:378
REPL	new-repl-eval	|%adverbs	UNKNOWN	UNKNOWN	src/core.c/REPL.rakumod:428
REPL	repl-loop	|%adverbs	SELF	new-repl-eval	src/core.c/REPL.rakumod:497
Perl	new	|%_	Raku	new	src/core.c/Raku.rakumod:41
RakuAST::Deparse	deparse-without-highlighting	|%_	SELF	deparse	src/core.c/RakuAST/Deparse.rakumod:181
RakuAST::Deparse	deparse	|%_	SELF	deparse	src/core.c/RakuAST/Deparse.rakumod:656
RakuAST::Deparse	deparse	|%_	SELF	syn-type	src/core.c/RakuAST/Deparse.rakumod:2720
RakuAST::Doc::Block	from-alias	|%_	SELF	new	src/core.c/RakuAST/Fixups.rakumod:861
RakuAST::Doc::Block	from-config	|%_	SELF	new	src/core.c/RakuAST/Fixups.rakumod:881
RakuAST::Doc::Block	from-paragraphs	|%_	SELF	new	src/core.c/RakuAST/Fixups.rakumod:899
