Cool	encode	|c	Str	encode	src/core.c/Cool.rakumod:77
Cool	wordcase	|%_	Str	wordcase	src/core.c/Cool.rakumod:87
Cool	trans	|c	Str	trans	src/core.c/Cool.rakumod:95
Cool	substr-rw	|c	Str	substr-rw	src/core.c/Cool.rakumod:174
Cool	substr-eq	|%_	Str	starts-with	src/core.c/Cool.rakumod:182
Cool	substr-eq	|%_	Str	substr-eq	src/core.c/Cool.rakumod:185
Cool	contains	|%_	Str	contains	src/core.c/Cool.rakumod:198
Cool	indices	|%_	Str	indices	src/core.c/Cool.rakumod:234
Cool	index	|%_	Str	index	src/core.c/Cool.rakumod:264
Cool	rindex	|%_	Str	rindex	src/core.c/Cool.rakumod:301
Cool	split	|c	Str	split	src/core.c/Cool.rakumod:313
Cool	subst	|%options	Str	subst	src/core.c/Cool.rakumod:362
Cool	subst-mutate	|c	Str	subst-mutate	src/core.c/Cool.rakumod:370
Cool	EVAL	|%opts	GLOBAL	EVAL	src/core.c/Cool.rakumod:392
Date	new	positional-%_	SELF	!populate	src/core.c/Date.rakumod:77
Date	new	positional-%_	SELF	!new-from-daycount	src/core.c/Date.rakumod:145
Date	new-from-daycount	positional-%_	SELF	!new-from-daycount	src/core.c/Date.rakumod:156
Date	today	positional-%_	SELF	!populate	src/core.c/Date.rakumod:185
Date	clone	positional-%_	SELF	!populate	src/core.c/Date.rakumod:354
Date	!new-from-daycount	positional-%_	SELF	!populate	src/core.c/Date.rakumod:173
Date	!populate	positional-%_	Mu	POPULATE	src/core.c/Date.rakumod:50
CompUnit::Repository::Distribution	new	|%_	SELF	bless	src/core.c/CompUnit/Repository/Distribution.rakumod:27
CompUnit::Repository::Locally	new	|%_	SELF	bless	src/core.c/CompUnit/Repository/Locally.rakumod:36
