Rakudo::Internals::ShapedArrayCommon	push	|c	Any	push	src/core.c/Rakudo/Internals.rakumod:547
Rakudo::Internals::ShapedArrayCommon	append	|c	Any	append	src/core.c/Rakudo/Internals.rakumod:550
Rakudo::Internals::ShapedArrayCommon	unshift	|c	Any	unshift	src/core.c/Rakudo/Internals.rakumod:553
Rakudo::Internals::ShapedArrayCommon	prepend	|c	Any	prepend	src/core.c/Rakudo/Internals.rakumod:556
Rakudo::Internals::ShapedArrayCommon	roll	|c	Any	roll	src/core.c/Rakudo/Internals.rakumod:579
Rakudo::Internals::ShapedArrayCommon	pick	|c	Any	pick	src/core.c/Rakudo/Internals.rakumod:580
Rakudo::Internals::ShapedArrayCommon	permutations	|c	Any	permutations	src/core.c/Rakudo/Internals.rakumod:581
Rakudo::Internals::ShapedArrayCommon	combinations	|c	Any	combinations	src/core.c/Rakudo/Internals.rakumod:582
Rakudo::Internals::ShapedArrayCommon	join	|c	Seq	join	src/core.c/Rakudo/Internals.rakumod:583
Rakudo::Internals::ShapedArrayCommon	sort	|c	Seq	sort	src/core.c/Rakudo/Internals.rakumod:584
Rakudo::Internals::ShapedArrayCommon	AT-POS	|c	Any	AT-POS	src/core.c/Rakudo/Internals.rakumod:647
Rakudo::Internals::ShapedArrayCommon	ASSIGN-POS	|c	Any	ASSIGN-POS	src/core.c/Rakudo/Internals.rakumod:655
Rakudo::Internals::ShapedArrayCommon	EXISTS-POS	|c	Any	EXISTS-POS	src/core.c/Rakudo/Internals.rakumod:666
Range	first	|%_	Any	first	src/core.c/Range.rakumod:391
Range	fmt	|c	List	fmt	src/core.c/Range.rakumod:443
Rakudo::Internals::HyperRaceSharedImpl	grep	|%options	Any	grep	src/core.c/Rakudo/Internals/HyperRaceSharedImpl.rakumod:39
Rakudo::Internals::HyperRaceSharedImpl	map	|%options	Any	map	src/core.c/Rakudo/Internals/HyperRaceSharedImpl.rakumod:79
RakuAST::Node	EVAL	|%options	CORE	EVAL	src/core.c/RakuAST/Raku.rakumod:13
