DateTime	new	positional-%_	SELF	!populate	src/core.c/DateTime.rakumod:236
DateTime	new	positional-%_	SELF	!populate	src/core.c/DateTime.rakumod:250
DateTime	new	|%_	SELF	new	src/core.c/DateTime.rakumod:256
DateTime	new	|%_	SELF	new	src/core.c/DateTime.rakumod:262
DateTime	new	|%_	SELF	clone	src/core.c/DateTime.rakumod:264
DateTime	new	|c	SELF	new	src/core.c/DateTime.rakumod:268
DateTime	new	positional-%_	SELF	!populate	src/core.c/DateTime.rakumod:411
DateTime	clone	positional-%_	SELF	!populate	src/core.c/DateTime.rakumod:476
DateTime	!clone-without-validating	|%_	SELF	clone	src/core.c/DateTime.rakumod:502
Distribution::Resource	open	|c	IO::Path	open	src/core.c/Distribution/Resource.rakumod:26
Distribution::Resource	slurp	|c	IO::Path	slurp	src/core.c/Distribution/Resource.rakumod:29
Distribution::Resource	lines	|c	IO::Path	lines	src/core.c/Distribution/Resource.rakumod:32
Distribution::Resource	comb	|c	IO::Path	comb	src/core.c/Distribution/Resource.rakumod:35
Distribution::Resource	split	|c	IO::Path	split	src/core.c/Distribution/Resource.rakumod:38
Distribution::Resource	words	|c	IO::Path	words	src/core.c/Distribution/Resource.rakumod:41
Distribution::Resource	copy	|c	IO::Path	copy	src/core.c/Distribution/Resource.rakumod:44
Distribution::Resource	Str	|c	IO::Path	Str	src/core.c/Distribution/Resource.rakumod:53
Distribution::Resource	absolute	|c	IO::Path	absolute	src/core.c/Distribution/Resource.rakumod:58
Distribution::Resource	is-absolute	|c	IO::Path	is-absolute	src/core.c/Distribution/Resource.rakumod:63
Distribution::Resource	relative	|c	IO::Path	relative	src/core.c/Distribution/Resource.rakumod:68
Distribution::Resource	is-relative	|c	IO::Path	is-relative	src/core.c/Distribution/Resource.rakumod:73
Distribution::Resource	parts	|c	IO::Path	parts	src/core.c/Distribution/Resource.rakumod:78
Distribution::Resource	volume	|c	IO::Path	volume	src/core.c/Distribution/Resource.rakumod:83
Distribution::Resource	dirname	|c	IO::Path	dirname	src/core.c/Distribution/Resource.rakumod:88
Distribution::Resource	basename	|c	IO::Path	basename	src/core.c/Distribution/Resource.rakumod:93
Distribution::Resource	extension	|c	IO::Path	extension	src/core.c/Distribution/Resource.rakumod:98
Distribution::Resource	resolve	|c	IO::Path	resolve	src/core.c/Distribution/Resource.rakumod:103
