Any	match	|c	Str	match	src/core.c/Any.rakumod:148
Any	combinations	|c	List	combinations	src/core.c/Any.rakumod:186
Any	permutations	|c	List	permutations	src/core.c/Any.rakumod:187
Any	push	|c	Array	push	src/core.c/Any.rakumod:213
Any	append	|c	Array	append	src/core.c/Any.rakumod:219
Any	unshift	|c	Array	unshift	src/core.c/Any.rakumod:225
Any	prepend	|c	Array	prepend	src/core.c/Any.rakumod:231
Any	first	positional-%_	SELF	!first-regex-end	src/core.c/Any-iterable-methods.rakumod:609
Any	first	positional-%_	SELF	!first-regex	src/core.c/Any-iterable-methods.rakumod:610
Any	first	positional-%_	SELF	!first-callable-end	src/core.c/Any-iterable-methods.rakumod:614
Any	first	positional-%_	SELF	!first-callable	src/core.c/Any-iterable-methods.rakumod:615
Any	first	positional-%_	SELF	!first-accepts-end	src/core.c/Any-iterable-methods.rakumod:619
Any	first	positional-%_	SELF	!first-accepts	src/core.c/Any-iterable-methods.rakumod:620
Any	!first-callable	positional-%_	SELF	!first-result	src/core.c/Any-iterable-methods.rakumod:642
Any	!first-callable-end	positional-%_	SELF	!first-result	src/core.c/Any-iterable-methods.rakumod:654
Any	!first-regex	positional-%_	SELF	!first-result	src/core.c/Any-iterable-methods.rakumod:684
Any	!first-regex-end	positional-%_	SELF	!first-result	src/core.c/Any-iterable-methods.rakumod:705
Any	!first-accepts	positional-%_	SELF	!first-result	src/core.c/Any-iterable-methods.rakumod:726
Any	!first-accepts-end	positional-%_	SELF	!first-result	src/core.c/Any-iterable-methods.rakumod:738
Any	sort	|c	List	sort	src/core.c/Any-iterable-methods.rakumod:793
Any	head	|c	List	head	src/core.c/Any-iterable-methods.rakumod:1238
Any	tail	|c	List	tail	src/core.c/Any-iterable-methods.rakumod:1254
Array::Shaped	DELETE-POS	|c	Any	DELETE-POS	src/core.c/Array/Shaped.rakumod:135
Array::Shaped	BIND-POS	|c	Any	BIND-POS	src/core.c/Array/Shaped.rakumod:181
Baggy	classify-list	|c	SELF	classify-list	src/core.c/Baggy.rakumod:556
Baggy	categorize-list	|c	SELF	categorize-list	src/core.c/Baggy.rakumod:606
Backtrace::Frame	new	positional-%_	Mu	POPULATE	src/core.c/Backtrace.rakumod:17
